ID_Karyawan,Jenis_Kelamin,Usia,Status_Pernikahan,Tingkat_Jabatan,Pengalaman,Departemen,Tipe_Karyawan,Keseimbangan_Kerja_Hidup,Lingkungan_Kerja,Jam_Aktivitas_Fisik,Beban_Kerja,Tingkat_Stres,Jam_Tidur,Mode_Komodasi,Jarak_Perjalanan,Jumlah_Perusahaan_Sebelumnya,Ukuran_Tim,Jumlah_Laporan,Tingkat_Pendidikan,Lembur,Jam_Pelatihan_PerTahun,Kepuasan_Kerja,Gaji_Kotor
1081,Wanita,26.0,Belum Menikah,Junior,1,Operations,Penuh Waktu,4,5,2.6,4.25085254507315,1,8.277425628725906,Sepeda Motor,23,0,9,0,S1,False,20.5,5,193907.55974588805
1091,Pria,42.0,Menikah,Senior,11,HR,Penuh Waktu,4,5,4.1,7.467638632846379,1,8.168365067695607,Transportasi Publik,5,5,23,4,S1,False,45.5,5,155536.10449761557
1122,Pria,21.0,Menikah,Mid-Level,8,Operations,Penuh Waktu,5,1,2.0,4.30827084633888,2,8.32336026973849,Mobil,10,2,10,0,S1,False,34.0,5,138152.1390189781
1179,Pria,28.0,,Mid-Level,2,Finance,Paruh Waktu,4,4,3.2,3.769754623093979,1,,,24,4,15,0,S1,False,31.0,5,
1200,Wanita,32.0,,Senior,8,Sales,Kontrak,4,5,3.5,3.358880436119544,1,,,9,3,17,2,S1,False,44.0,5,
1251,Pria,25.0,Belum Menikah,Junior,5,IT,Penuh Waktu,5,5,,3.919922249443088,1,6.777543477670898,Transportasi Publik,26,1,7,0,S1,False,22.5,5,70542.26629673965
1277,Pria,35.0,Belum Menikah,Junior,7,Legal,Kontrak,5,4,1.7,4.415787636126753,1,5.625155903762588,Transportasi Publik,13,2,6,0,S1,False,23.5,5,152066.42187299268
1284,Wanita,39.0,Menikah,Senior,8,Operations,Penuh Waktu,5,5,2.6,6.899760515766911,1,7.695133303462717,Sepeda,7,5,19,4,S1,False,44.0,5,83277.55662316302
1317,Wanita,22.0,Belum Menikah,Magang,1,Finance,Penuh Waktu,3,3,2.7,4.178720744669348,1,5.427600160881416,Transportasi Publik,12,0,25,0,S1,False,10.5,5,229750.2143311922
1328,Wanita,34.0,Menikah,Mid-Level,6,HR,Penuh Waktu,5,4,2.5,2.196110439561123,2,5.269208144024178,Jalan Kaki,1,7,11,0,S1,False,33.0,5,120643.65868009732
1332,Wanita,31.0,,Mid-Level,5,Marketing,Paruh Waktu,5,4,2.2,6.214049309303563,1,,,2,1,15,0,S1,False,32.5,5,
1350,Wanita,28.0,,Mid-Level,4,Finance,Penuh Waktu,5,5,0.6,3.823784909694021,2,,,21,7,14,0,S1,False,32.0,5,
1371,Pria,25.0,Belum Menikah,Junior,3,Marketing,Penuh Waktu,4,5,0.9,3.833755450271656,1,7.943747952884712,Mobil,15,1,10,0,S1,False,21.5,5,89047.17854871048
1377,Wanita,38.0,Belum Menikah,Magang,0,Operations,Penuh Waktu,4,5,1.6,3.429884939317386,1,7.620651544121294,Mobil,21,0,30,0,S1,False,10.0,5,203983.65254345495
1419,Pria,22.0,Menikah,Mid-Level,5,Finance,Paruh Waktu,5,5,1.7,3.4661709045049705,3,7.649680316271361,Jalan Kaki,2,2,10,0,S1,False,32.5,5,225907.65207610704
1461,Pria,26.0,Menikah,Junior,6,IT,Penuh Waktu,4,5,2.8,5.847985035853479,1,6.818653736868191,Sepeda Motor,18,2,9,0,S1,False,23.0,5,125973.88600029197
1593,Pria,33.0,Belum Menikah,Junior,7,Marketing,Penuh Waktu,2,5,1.7,3.21901877086412,1,7.451958609358681,Transportasi Publik,8,2,5,0,S1,False,23.5,5,185282.15617742093
1614,Pria,30.0,Menikah,Mid-Level,14,Operations,Paruh Waktu,4,4,3.0,5.03406591678418,3,6.140387804310442,Mobil,21,4,10,0,S1,False,37.0,5,231474.66004603403
1642,Pria,37.0,Belum Menikah,Junior,3,Finance,Penuh Waktu,5,2,0.9,6.19260216950344,1,7.105834681576492,Transportasi Publik,19,1,8,0,S1,False,21.5,5,215736.59881274938
1669,Wanita,24.0,Belum Menikah,Mid-Level,3,IT,Kontrak,4,4,2.3,6.925426870693208,1,7.716521932567966,Mobil,15,1,14,0,S1,False,31.5,5,222623.96304107056
1767,Wanita,36.0,Belum Menikah,Junior,6,IT,Paruh Waktu,4,4,1.5,3.935416625074703,1,8.02507689272715,Mobil,25,2,9,0,S1,False,23.0,5,124430.00672496352
1885,Pria,32.0,Menikah,Mid-Level,25,Sales,Penuh Waktu,4,3,1.7,4.390403064765984,1,8.389066044480172,Sepeda Motor,12,8,14,0,S1,False,42.5,5,179713.200810219
1905,Pria,31.0,,Mid-Level,3,Finance,Paruh Waktu,5,5,0.5,3.978133999860337,1,,,22,3,13,0,S1,False,31.5,5,
1921,Wanita,23.0,Belum Menikah,Junior,6,Finance,Kontrak,5,5,,6.857384603941028,3,7.659820043607816,Sepeda,10,2,7,0,S1,False,23.0,5,145114.72720525548
1981,Wanita,33.0,Belum Menikah,Junior,7,Finance,Penuh Waktu,4,4,3.9,6.149011725873064,1,7.069509311884512,Mobil,18,2,10,0,S1,False,23.5,5,149640.74447630168
2021,Wanita,26.0,Menikah,,2,Finance,Penuh Waktu,4,4,2.2,5.435204394035028,1,6.474669868686149,Transportasi Publik,29,1,5,0,S1,False,21.0,5,155251.11469527977
2090,Wanita,53.0,,Senior,13,Operations,Penuh Waktu,5,3,1.0,4.8767980096989305,1,,Transportasi Publik,27,4,17,8,S1,False,46.5,5,
2096,Pria,24.0,Belum Menikah,Mid-Level,3,Finance,Kontrak,4,3,,3.23604267780778,1,6.179148852490003,Transportasi Publik,15,1,10,0,S1,,31.5,5,217503.0914306569
2166,Pria,24.0,Menikah,Senior,11,Finance,Paruh Waktu,4,5,2.1,4.491130252335408,1,5.687941417269799,Transportasi Publik,6,3,17,6,S1,False,45.5,5,181565.95714433093
2176,Pria,33.0,Belum Menikah,Junior,5,HR,Penuh Waktu,3,5,1.9,4.711566381685128,1,8.645996698015487,Transportasi Publik,21,1,6,0,S1,False,22.5,5,126189.64527805349
2228,Wanita,25.0,Belum Menikah,Junior,4,Finance,Penuh Waktu,4,3,3.3,3.82108836277187,1,7.933614282884881,Sepeda,9,1,7,0,S1,False,22.0,5,143686.24172068125
2239,Wanita,30.0,Belum Menikah,Junior,5,Operations,Penuh Waktu,2,5,,4.068462571345964,1,,Mobil,7,1,7,0,S1,False,22.5,5,221538.27862160583
2402,Wanita,29.0,Belum Menikah,Mid-Level,2,Finance,Penuh Waktu,5,3,2.5,6.487963668775251,1,7.351969264303001,Mobil,20,1,15,0,S1,False,31.0,5,223498.80124535275
2768,Wanita,21.0,Belum Menikah,,6,IT,Paruh Waktu,2,1,0.7,6.758159908584417,1,7.577132797477306,Transportasi Publik,8,2,8,0,S1,False,23.0,5,194765.13925771287
2769,Wanita,38.0,Menikah,Mid-Level,12,Marketing,Penuh Waktu,2,1,1.4,4.758982530526526,1,8.683929617088607,Transportasi Publik,16,5,11,0,S1,False,36.0,5,193468.07707406324
2772,Wanita,42.0,Belum Menikah,,6,Sales,Paruh Waktu,4,4,,1.263665010299266,1,4.698693175865147,Mobil,21,2,9,0,S1,False,23.0,5,194054.3458837956
2779,Wanita,29.0,Menikah,Mid-Level,9,Finance,Penuh Waktu,2,1,4.2,5.508172599911916,1,6.535476706916888,Transportasi Publik,25,3,13,0,S1,False,34.5,5,94350.34626695863
2788,Pria,20.0,Belum Menikah,Mid-Level,4,Finance,Penuh Waktu,1,2,,5.9448163555120175,2,,Mobil,19,8,11,0,S1,False,32.0,5,105512.51531912408
2790,Pria,24.0,Menikah,,17,IT,Penuh Waktu,5,3,2.5,6.472666204693476,1,7.3392213775681885,Sepeda Motor,22,8,14,0,S1,True,38.5,5,71399.69387143552
2792,Wanita,32.0,Belum Menikah,Senior,5,Marketing,Penuh Waktu,3,2,3.0,1.9892838940785889,2,5.088234916726961,Sepeda,6,5,22,8,S1,False,42.5,5,90389.18829304134
2795,Wanita,23.0,Belum Menikah,Magang,1,Sales,Penuh Waktu,2,5,3.3,4.931670756197587,1,6.055058503821614,Transportasi Publik,7,0,28,0,S1,False,10.5,5,134006.86783055958
2798,Wanita,23.0,Belum Menikah,Magang,0,Finance,Kontrak,3,3,1.5,4.418192537679053,1,8.411297622810627,Transportasi Publik,5,0,30,0,S1,False,10.0,5,144832.1659498783
2800,Pria,32.0,Menikah,Junior,4,IT,Penuh Waktu,2,1,2.4,2.8234089501103083,2,5.818094340754715,Jalan Kaki,2,1,10,0,S1,False,22.0,5,126502.6097298297
2807,Pria,28.0,Menikah,,13,Marketing,Penuh Waktu,4,3,0.6,3.09687548327236,1,6.0573775572715105,Sepeda Motor,8,4,10,0,S1,False,36.5,5,209222.81740116788
2808,Wanita,31.0,Belum Menikah,Junior,3,Operations,Penuh Waktu,4,1,1.3,3.696416733832763,1,7.8338769797335965,Mobil,16,1,9,0,S1,False,21.5,5,88364.92190754258
2809,Wanita,36.0,,Mid-Level,10,IT,Penuh Waktu,5,1,1.5,7.365289909214288,1,,Mobil,11,3,10,0,S1,True,35.0,5,
2813,Wanita,26.0,Belum Menikah,Junior,2,Operations,Paruh Waktu,3,3,2.5,4.065740256010506,1,8.129335797475791,Sepeda,5,0,10,0,S1,False,21.0,5,130381.77031416059
2816,Pria,28.0,Menikah,,9,Operations,Paruh Waktu,5,1,2.5,5.417769747429009,3,6.460140996514467,Transportasi Publik,21,3,10,0,S1,False,34.5,5,234181.73238637464
2817,Wanita,26.0,Menikah,Senior,12,IT,Penuh Waktu,4,4,0.0,2.866557485802109,1,5.855849309485041,Mobil,20,4,18,1,S1,True,46.0,5,59655.169536155714
2823,Wanita,30.0,Menikah,Senior,7,Marketing,Paruh Waktu,3,2,1.5,2.669774919898244,1,5.683664564319159,Transportasi Publik,27,5,17,1,S1,False,43.5,5,185441.40920973234
2827,Wanita,29.0,,Mid-Level,15,Sales,Penuh Waktu,2,5,3.4,2.592135750211187,1,,,2,5,10,0,S1,True,37.5,5,
2829,Pria,32.0,Belum Menikah,Mid-Level,9,Operations,Penuh Waktu,3,3,3.2,5.747820505046233,1,6.73518329452882,Mobil,26,3,11,0,S1,False,34.5,5,129074.29340379559
2830,Pria,37.0,Menikah,Senior,2,Customer Service,Kontrak,1,2,0.8,5.182610729804345,1,6.264175148493914,Mobil,10,5,18,3,S1,False,41.0,5,183455.69351785886
2832,Pria,35.0,Belum Menikah,Mid-Level,2,IT,Paruh Waktu,5,2,2.6,5.527468705076656,1,6.551556794554173,Mobil,29,0,15,0,S1,False,31.0,5,130889.00699085156
2833,Pria,22.0,Belum Menikah,Junior,5,Sales,Penuh Waktu,5,5,2.2,2.494394632059521,2,5.530206812460277,Jalan Kaki,1,1,7,0,S1,False,22.5,5,179680.9244247202
2836,Pria,27.0,Belum Menikah,Junior,2,IT,Kontrak,1,2,1.0,3.376680231409673,1,6.30220671189166,Sepeda,10,0,7,0,S1,True,21.0,5,184916.15321274934
2837,Pria,25.0,Belum Menikah,Senior,11,Legal,Penuh Waktu,2,2,2.0,7.318282225712793,1,8.043901395084287,Sepeda,9,6,17,6,S1,False,45.5,5,222591.7781917274
2840,Wanita,28.0,Belum Menikah,Junior,2,Marketing,Penuh Waktu,4,4,2.1,5.775982255520461,3,6.758651419924009,Jalan Kaki,2,0,10,0,S1,False,21.0,5,231197.53942841847
2844,Wanita,39.0,Belum Menikah,Junior,1,Sales,Paruh Waktu,4,1,1.3,4.368689617382896,1,5.585907554809372,Transportasi Publik,21,0,10,0,S1,False,20.5,5,168822.74489917274
2847,Pria,23.0,,Magang,1,Sales,Penuh Waktu,5,2,0.0,4.993943732193398,2,,,26,0,23,0,S1,False,10.5,5,
2848,Wanita,26.0,Menikah,Mid-Level,13,HR,Penuh Waktu,4,2,3.6,4.763088673302857,2,8.687214531309671,Sepeda,5,4,10,0,S1,False,36.5,5,135515.82438180046
2857,Pria,27.0,Menikah,,4,Finance,Penuh Waktu,3,5,3.2,7.643629349201955,2,8.315023997991922,Transportasi Publik,23,1,10,0,S1,False,32.0,5,194366.23401012164
2863,Pria,25.0,Belum Menikah,Mid-Level,4,IT,Penuh Waktu,4,5,2.9,4.444953330278082,1,8.432706256889851,Mobil,11,1,15,0,S1,True,32.0,5,221659.71555289536
2865,Wanita,31.0,Belum Menikah,Junior,2,Legal,Penuh Waktu,4,5,2.7,2.787030833425863,1,5.786263488655825,Mobil,5,0,5,0,S1,False,21.0,5,60735.22725206813
2867,Wanita,30.0,Menikah,Mid-Level,5,Operations,Penuh Waktu,3,4,1.4,8.15768889899165,1,,Mobil,20,3,13,0,S1,False,32.5,5,216314.57528554738
2872,Wanita,26.0,Belum Menikah,Mid-Level,3,Finance,Paruh Waktu,5,1,3.1,5.713039454721974,1,6.70619908592527,Transportasi Publik,29,1,10,0,S1,False,31.5,5,127289.1230384428
2878,Pria,21.0,Menikah,Senior,9,Operations,Penuh Waktu,4,4,0.6,2.941696574322426,1,5.921596011940319,Transportasi Publik,9,4,25,3,S1,False,44.5,5,110135.02752136254
2880,Pria,34.0,Belum Menikah,Junior,7,Sales,Penuh Waktu,2,5,2.3,4.494496448238431,1,8.47234075125813,Sepeda,10,2,8,0,S1,False,23.5,5,126287.17866248175
2884,Pria,25.0,Cerai,Senior,14,Operations,Penuh Waktu,5,3,,5.474280124315263,5,6.507232977253011,Sepeda Motor,7,4,18,3,S1,,47.0,5,189396.76287357663
2885,Pria,46.0,Menikah,Senior,6,Operations,Penuh Waktu,1,2,3.2,4.192018326574228,1,5.438681479135482,Transportasi Publik,6,12,25,5,S1,False,43.0,5,150872.8031802433
2886,Pria,40.0,Belum Menikah,Mid-Level,3,IT,Penuh Waktu,3,3,0.1,6.48618594724315,2,7.350487829692916,Mobil,18,4,11,0,S1,True,31.5,5,178006.65910267635
2888,Pria,36.0,Cerai,Mid-Level,8,IT,Paruh Waktu,1,5,3.6,6.016904061916538,1,6.9594195919207404,Mobil,13,8,14,0,S1,True,34.0,5,186927.5994296837
2890,Wanita,35.0,Belum Menikah,Junior,0,Marketing,Penuh Waktu,1,4,2.1,3.236455992964101,1,7.465908387038667,Sepeda,10,0,8,0,S1,False,20.0,5,157920.42219503646
2892,Pria,39.0,Menikah,,9,Legal,Paruh Waktu,4,5,1.7,2.875148793044329,1,5.863366703321983,Sepeda,9,3,24,8,S1,True,44.5,5,149389.61296476884
2896,Pria,38.0,Belum Menikah,Junior,3,Legal,Penuh Waktu,2,5,2.5,4.226344847288202,1,8.257819470497946,Transportasi Publik,23,2,10,0,S1,False,21.5,5,161795.7646142092
2902,Pria,32.0,Belum Menikah,Mid-Level,2,IT,Kontrak,3,5,2.7,5.138151229464939,1,8.987264576239337,Transportasi Publik,25,0,11,0,S1,True,31.0,5,154400.87765343065
2903,Wanita,33.0,Belum Menikah,Mid-Level,11,Marketing,Kontrak,5,3,0.3,2.1604224877480123,3,5.237981186187707,Sepeda,10,3,12,0,S1,False,35.5,5,134918.50733002432
2904,Wanita,42.0,Menikah,Senior,15,Sales,Penuh Waktu,3,1,2.5,2.5267889172674067,2,5.558551812017177,Transportasi Publik,9,9,16,4,S1,False,47.5,5,89678.8125571776
2909,Pria,31.0,Belum Menikah,Junior,3,IT,Penuh Waktu,5,5,2.9,7.594337412581146,1,8.273947384141247,Transportasi Publik,11,1,7,0,S1,True,21.5,5,132045.69529888078
2914,Pria,24.0,Belum Menikah,Junior,2,Customer Service,Penuh Waktu,4,3,1.9,1.6923886571214155,2,4.828451584389434,Sepeda,9,0,9,0,S1,False,21.0,5,124497.43463815085
2916,Pria,38.0,,Magang,0,IT,Penuh Waktu,3,4,1.5,4.684288353094214,4,,Transportasi Publik,11,0,26,0,S1,True,10.0,5,
2920,Wanita,34.0,Menikah,Mid-Level,16,IT,Penuh Waktu,3,2,1.0,4.135699302181069,3,5.39174895880785,Mobil,15,5,13,0,S1,False,38.0,5,86719.10900214112
2923,Wanita,21.0,Belum Menikah,Mid-Level,10,Finance,Penuh Waktu,2,4,0.2,6.591306160904207,1,7.438088007743798,Sepeda,5,3,12,0,S1,False,35.0,5,219397.44839688565
2932,Pria,28.0,Belum Menikah,Mid-Level,7,Finance,Penuh Waktu,1,4,0.4,5.218353462736382,1,6.293960759270611,Mobil,10,2,11,0,S1,False,33.5,5,142274.26123396595
2939,Wanita,27.0,Menikah,Mid-Level,11,Operations,Penuh Waktu,4,5,0.0,2.7379284017556227,3,7.067086314071884,Mobil,13,7,10,0,S1,True,35.5,5,224078.2115143552
2941,Pria,41.0,Belum Menikah,Mid-Level,7,IT,Penuh Waktu,5,1,1.8,6.085823789870306,1,7.016852698548881,Mobil,8,4,14,0,S1,True,33.5,5,174392.6809551338
2947,Wanita,39.0,Menikah,Senior,2,Operations,Penuh Waktu,4,1,2.6,2.608360811026974,1,5.629927219056797,Mobil,21,11,21,3,S1,True,41.0,5,75903.10414141118
2950,Pria,25.0,Belum Menikah,Junior,1,Sales,Paruh Waktu,2,3,2.4,6.48949996080627,2,7.353249507662183,Transportasi Publik,23,0,8,0,S1,False,20.5,5,147523.70678763988
2953,Wanita,21.0,,Mid-Level,25,Sales,Penuh Waktu,3,2,1.6,6.47994009115773,1,,Mobil,6,8,15,0,S1,False,42.5,5,
2954,Pria,33.0,Belum Menikah,Junior,6,IT,Penuh Waktu,3,3,1.5,5.54540444605468,1,6.5665032453691925,Transportasi Publik,17,2,5,0,S1,False,23.0,5,138742.75019746958
2955,Pria,32.0,Menikah,Senior,2,Finance,Penuh Waktu,5,2,3.5,5.126799496218139,1,6.2176657871720735,Mobil,11,3,19,4,S1,False,41.0,5,94504.7504173236
2960,Pria,30.0,Menikah,Senior,23,Finance,Penuh Waktu,5,4,2.4,7.068396011832354,2,7.835662883517253,Mobil,7,10,20,7,S1,False,51.5,5,113487.2073959124
2961,Wanita,32.0,Belum Menikah,Mid-Level,7,Finance,Kontrak,1,3,3.2,4.6551778410656,1,8.600885865519865,Jalan Kaki,2,2,10,0,S1,False,33.5,5,137519.62237829683
2963,Pria,36.0,,Junior,6,IT,Kontrak,3,4,2.1,5.714968461881332,1,,,25,2,6,0,S1,True,23.0,5,
2964,Pria,32.0,Belum Menikah,Junior,3,Sales,Kontrak,3,5,1.7,4.500196095241709,1,5.695496286358383,Mobil,10,1,8,0,S1,False,21.5,5,209515.90122549876
2969,Pria,26.0,Belum Menikah,Senior,2,IT,Paruh Waktu,2,2,4.4,3.199484356199692,1,,Transportasi Publik,26,0,20,1,S1,True,41.0,5,132517.41104340632
2975,Wanita,23.0,Menikah,,21,Legal,Penuh Waktu,2,4,1.9,5.111378097749856,1,6.20481462178184,Transportasi Publik,22,9,15,0,S1,False,40.5,5,229474.5687419951
2978,Wanita,21.0,Belum Menikah,Mid-Level,4,Sales,Penuh Waktu,5,3,2.2,4.513000113537514,2,8.487143683497397,Transportasi Publik,15,2,15,0,S1,False,32.0,5,168665.6242276399
2980,Pria,35.0,,Senior,5,Sales,Kontrak,2,5,3.1,1.4902402258908634,1,,,7,8,17,5,S1,True,42.5,5,
2981,Wanita,28.0,Belum Menikah,Magang,1,Legal,Penuh Waktu,5,3,2.7,3.141265643439481,1,6.096218947417741,Sepeda,5,0,24,0,S1,False,10.5,5,198102.0948305596
2989,Wanita,21.0,Belum Menikah,,9,Legal,Penuh Waktu,5,3,3.7,6.894830391001736,3,7.691024866158406,Mobil,18,3,19,3,S1,False,44.5,5,135577.98990549878
2993,Wanita,27.0,Belum Menikah,Mid-Level,2,Marketing,Penuh Waktu,4,3,1.4,6.682826933357445,1,7.514355318121497,Jalan Kaki,2,0,11,0,S1,False,31.0,5,111751.88294121654
